"縣市鄉鎮","物資存放點","主/次分類","條碼號","品名","最小單位規格","庫存數量","單位","保存期限"
" 臺北市   士林區 "," 台北市福林國小 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 30 "," 雙 ","  "
" 臺北市   文山區 "," 臺北市景興國小 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 50 "," 雙 ","  "
" 臺北市   士林區 "," 台北市至善國中 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 30 "," 雙 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 162 "," 雙 ","  "
" 臺北市   士林區 "," 台北市士林國小 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 30 "," 雙 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 145 "," 雙 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 135 "," 雙 ","  "
" 臺北市   信義區 "," 台北市吳興國小 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 50 "," 雙 ","  "
" 臺北市   信義區 "," 台北市興雅國中 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 90 "," 雙 ","  "
" 臺北市   松山區 "," 台北市中崙高中 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 25 "," 雙 "," 1140320 "
" 臺北市   文山區 "," 臺北市景興國中 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 48 "," 雙 ","  "
" 臺北市   大安區 "," 台北市大安區公所 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 35 "," 雙 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 100 "," 雙 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 87 "," 雙 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 25 "," 雙 ","  "
" 臺北市   松山區 "," 臺北市松山區公所 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 92 "," 雙 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 50 "," 雙 ","  "
" 臺北市   信義區 "," 台北市信義國中 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 90 "," 雙 ","  "
" 臺北市   松山區 "," 台北市民權國小 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 25 "," 雙 "," 1140320 "
" 臺北市   松山區 "," 臺北市松山區公所 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 77 "," 雙 "," 1120320 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 378 "," 雙 ","  "
" 臺北市   信義區 "," 台北市博愛國小 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 50 "," 雙 ","  "
" 臺北市   松山區 "," 臺北市松山區公所 "," 衣物類 / 成人用衣物 "," 3031100 --"," 拖鞋 "," 1雙／雙 "," 23 "," 雙 "," 1140320 "
" 臺北市   文山區 "," 臺北市文山區公所 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 390 "," 組 ","  "
" 臺北市   文山區 "," 臺北市景興國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 50 "," 組 ","  "
" 臺北市   北投區 "," 臺北市湖山國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 10 "," 組 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 348 "," 組 ","  "
" 臺北市   士林區 "," 台北市福林國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 30 "," 組 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 220 "," 組 ","  "
" 臺北市   北投區 "," 臺北市逸仙國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 28 "," 組 ","  "
" 臺北市   大安區 "," 台北市大安區公所 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 80 "," 組 ","  "
" 臺北市   大安區 "," 台北市龍門國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 20 "," 組 ","  "
" 臺北市   南港區 "," 台北市南港國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 185 "," 組 ","  "
" 臺北市   中正區 "," 臺北市中正區公所 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 120 "," 組 ","  "
" 臺北市   松山區 "," 台北市民權國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 10 "," 組 ","  "
" 臺北市   萬華區 "," 台北市新和國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 23 "," 組 ","  "
" 臺北市   大安區 "," 台北市大安國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 50 "," 組 ","  "
" 臺北市   中正區 "," 臺北市立弘道國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 40 "," 組 ","  "
" 臺北市   內湖區 "," 台北市碧湖國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 50 "," 組 ","  "
" 臺北市   北投區 "," 臺北市泉源國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 10 "," 組 ","  "
" 臺北市   中山區 "," 臺北市中山區公所 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 170 "," 組 ","  "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 91 "," 組 ","  "
" 臺北市   北投區 "," 臺北市桃源國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 20 "," 組 ","  "
" 臺北市   松山區 "," 臺北市松山區公所 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 70 "," 組 ","  "
" 臺北市   大安區 "," 台北市幸安國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 30 "," 組 ","  "
" 臺北市   中山區 "," 臺北市五常國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 100 "," 組 ","  "
" 臺北市   中山區 "," 臺北市新興國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 50 "," 組 ","  "
" 臺北市   內湖區 "," 台北市麗山國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 50 "," 組 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 89 "," 組 ","  "
" 臺北市   士林區 "," 臺北市格致國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 72 "," 組 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 225 "," 組 ","  "
" 臺北市   文山區 "," 臺北市景興國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 80 "," 組 ","  "
" 臺北市   北投區 "," 臺北市新民國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 30 "," 組 ","  "
" 臺北市   北投區 "," 臺北市石牌國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 20 "," 組 ","  "
" 臺北市   松山區 "," 台北市中崙高中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 50 "," 組 ","  "
" 臺北市   大安區 "," 黎和里辦公處 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 8 "," 組 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 308 "," 組 ","  "
" 臺北市   內湖區 "," 台北市東湖國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 20 "," 組 ","  "
" 臺北市   大同區 "," 台北市忠孝國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 40 "," 組 ","  "
" 臺北市   士林區 "," 台北市至善國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 20 "," 組 ","  "
" 臺北市   文山區 "," 臺北市萬興國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 14 "," 組 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 97 "," 組 ","  "
" 臺北市   中正區 "," 臺北市立市大附小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 20 "," 組 ","  "
" 臺北市   文山區 "," 台北市安康平價住宅 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 100 "," 組 ","  "
" 臺北市   萬華區 "," 台北市東園國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 26 "," 組 ","  "
" 臺北市   北投區 "," 臺北市北投國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 10 "," 組 ","  "
" 臺北市   南港區 "," 台北市舊莊國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 20 "," 組 ","  "
" 臺北市   南港區 "," 台北市成德國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 50 "," 組 ","  "
" 臺北市   大安區 "," 台北市民族國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 50 "," 組 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 434 "," 組 ","  "
" 臺北市   大同區 "," 台北市建成國中 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 20 "," 組 ","  "
" 臺北市   士林區 "," 台北市士林國小 "," 衣物類 / 成人用衣物 "," 3031110 --"," 運動服 "," 1組／組 "," 100 "," 組 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 衣物類 / 兒童用衣物 "," 3032110 --"," 兒童長袖上衣 "," 1件／件 "," 10 "," 件 ","  "
" 臺北市   士林區 "," 台北市福林國小 "," 衣物類 / 兒童用衣物 "," 3032110 --"," 兒童長袖上衣 "," 1件／件 "," 30 "," 件 ","  "
" 臺北市   南港區 "," 台北市成德國中 "," 衣物類 / 兒童用衣物 "," 3032110 --"," 兒童長袖上衣 "," 1件／件 "," 23 "," 件 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 衣物類 / 兒童用衣物 "," 3032110 --"," 兒童長袖上衣 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 衣物類 / 兒童用衣物 "," 3032110 --"," 兒童長袖上衣 "," 1件／件 "," 28 "," 件 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 衣物類 / 兒童用衣物 "," 3032110 --"," 兒童長袖上衣 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 衣物類 / 兒童用衣物 "," 3032120 --"," 兒童短袖上衣 "," 1件／件 "," 30 "," 件 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 衣物類 / 兒童用衣物 "," 3032120 --"," 兒童短袖上衣 "," 1件／件 "," 12 "," 件 ","  "
" 臺北市   大安區 "," 台北市大安區公所 "," 衣物類 / 兒童用衣物 "," 3032120 --"," 兒童短袖上衣 "," 1件／件 "," 15 "," 件 ","  "
" 臺北市   南港區 "," 台北市成德國中 "," 衣物類 / 兒童用衣物 "," 3032120 --"," 兒童短袖上衣 "," 1件／件 "," 18 "," 件 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 衣物類 / 兒童用衣物 "," 3032140 --"," 兒童長褲 "," 1件／件 "," 10 "," 件 ","  "
" 臺北市   文山區 "," 臺北市文山區公所 "," 衣物類 / 兒童用衣物 "," 3032140 --"," 兒童長褲 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   士林區 "," 台北市福林國小 "," 衣物類 / 兒童用衣物 "," 3032140 --"," 兒童長褲 "," 1件／件 "," 30 "," 件 ","  "
" 臺北市   北投區 "," 台北市北投區公所 "," 衣物類 / 兒童用衣物 "," 3032140 --"," 兒童長褲 "," 1件／件 "," 50 "," 件 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 衣物類 / 兒童用衣物 "," 3032140 --"," 兒童長褲 "," 1件／件 "," 28 "," 件 ","  "
" 臺北市   南港區 "," 台北市成德國中 "," 衣物類 / 兒童用衣物 "," 3032140 --"," 兒童長褲 "," 1件／件 "," 23 "," 件 ","  "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 衣物類 / 兒童用衣物 "," 3032150 --"," 兒童短褲 "," 1件／件 "," 30 "," 件 ","  "
" 臺北市   大安區 "," 台北市大安區公所 "," 衣物類 / 兒童用衣物 "," 3032150 --"," 兒童短褲 "," 1件／件 "," 15 "," 件 ","  "
" 臺北市   萬華區 "," 台北市東園國小 "," 衣物類 / 兒童用衣物 "," 3032160 --"," 兒童用內衣 "," 1件／件 "," 30 "," 件 ","  "
" 臺北市   萬華區 "," 台北市東園國小 "," 衣物類 / 兒童用衣物 "," 3032170 --"," 兒童用內褲 "," 1件／件 "," 30 "," 件 ","  "
" 臺北市   南港區 "," 台北市成德國中 "," 衣物類 / 兒童用衣物 "," 3032170 --"," 兒童用內褲 "," 1件／件 "," 8 "," 件 ","  "
" 臺北市   南港區 "," 臺北市南港區公所 "," 衣物類 / 兒童用衣物 "," 3032170 --"," 兒童用內褲 "," 1件／件 "," 27 "," 件 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041010 --"," 牙刷 "," 1枝／枝 "," 323 "," 枝 ","  "
" 臺北市   信義區 "," 台北市信義區公所B1 "," 日用品類 / 衛生用品 "," 4041010 --"," 牙刷 "," 1枝／枝 "," 234 "," 枝 ","  "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 衛生用品 "," 4041010 --"," 牙刷 "," 1枝／枝 "," 92 "," 枝 ","  "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041010 --"," 牙刷 "," 1枝／枝 "," 120 "," 枝 "," 1070501 "
" 臺北市   南港區 "," 臺北市南港區公所 "," 日用品類 / 衛生用品 "," 4041010 --"," 牙刷 "," 1枝／枝 "," 49 "," 枝 ","  "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 日用品類 / 衛生用品 "," 4041010 --"," 牙刷 "," 1枝／枝 "," 270 "," 枝 "," 1070131 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041020 --"," 牙膏 "," 1條／條 "," 43 "," 條 "," 1071001 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041020 --"," 牙膏 "," 1條／條 "," 140 "," 條 "," 1070202 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041030 --"," 沐浴乳 "," 1罐／罐 "," 280 "," 罐 "," 1050730 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041030 --"," 沐浴乳 "," 1罐／罐 "," 86 "," 罐 "," 1071026 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041030 --"," 沐浴乳 "," 1罐／罐 "," 280 "," 罐 "," 1070402 "
" 臺北市   中山區 "," 臺北市新興國中 "," 日用品類 / 衛生用品 "," 4041050 --"," 衛生紙 "," 1包／包 "," 1 "," 包 "," 1051116 "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041050 --"," 衛生紙 "," 1包／包 "," 432 "," 包 "," 1060918 "
" 臺北市   士林區 "," 臺北市士林區公所 "," 日用品類 / 衛生用品 "," 4041050 --"," 衛生紙 "," 1包／包 "," 216 "," 包 "," 1081213 "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041050 --"," 衛生紙 "," 1包／包 "," 288 "," 包 "," 1060828 "
" 臺北市   大安區 "," 台北市大安區公所 "," 日用品類 / 衛生用品 "," 4041050 --"," 衛生紙 "," 1包／包 "," 180 "," 包 "," 1070607 "
" 臺北市   中山區 "," 臺北市五常國中 "," 日用品類 / 衛生用品 "," 4041050 --"," 衛生紙 "," 1包／包 "," 1 "," 包 "," 1051116 "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 衛生用品 "," 4041050 --"," 衛生紙 "," 1包／包 "," 1 "," 包 "," 1051116 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041050 --"," 衛生紙 "," 1包／包 "," 24 "," 包 ","  "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 衛生用品 "," 4041050 --"," 衛生紙 "," 1包／包 "," 24 "," 包 "," 1080818 "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 衛生用品 "," 4041050 --"," 衛生紙 "," 1包／包 "," 24 "," 包 "," 1051116 "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 衛生用品 "," 4041050 --"," 衛生紙 "," 1包／包 "," 120 "," 包 "," 1061108 "
" 臺北市   中山區 "," 臺北市五常國中 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 1 "," 包 "," 1070507 "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 5 "," 包 "," 1070711 "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 2 "," 包 "," 1070722 "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 3 "," 包 "," 1061113 "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 2 "," 包 "," 1041003 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 2 "," 包 "," 1070407 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 2 "," 包 "," 1070210 "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 2 "," 包 "," 1071005 "
" 臺北市   中山區 "," 臺北市新興國中 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 1 "," 包 "," 1070507 "
" 臺北市   萬華區 "," 台北市萬華區公所 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 5 "," 包 "," 1070806 "
" 臺北市   中山區 "," 臺北市新興國中 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 1 "," 包 "," 1070409 "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 1 "," 包 "," 1070409 "
" 臺北市   中山區 "," 臺北市中山區公所 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 1 "," 包 "," 1070507 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 1 "," 包 "," 1070224 "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 3 "," 包 "," 1061017 "
" 臺北市   信義區 "," 台北市信義區公所7F "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 2 "," 包 "," 1061210 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 3 "," 包 "," 1060525 "
" 臺北市   文山區 "," 台北市安康平價住宅 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 5 "," 包 "," 1080303 "
" 臺北市   大安區 "," 台北市大安區公所 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 6 "," 包 "," 1060309 "
" 臺北市   中山區 "," 臺北市五常國中 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 1 "," 包 "," 1070409 "
" 臺北市   大安區 "," 台北市大安區公所 "," 日用品類 / 衛生用品 "," 4041060 --"," 衛生棉 "," 1包／包 "," 6 "," 包 "," 1060606 "
" 臺北市   萬華區 "," 台北市新和國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 10 "," 包 "," 1070402 "
" 臺北市   大同區 "," 台北市忠孝國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 40 "," 包 "," 1071026 "
" 臺北市   內湖區 "," 台北市內湖區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 40 "," 包 "," 1050730 "
" 臺北市   大同區 "," 台北市建成國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 25 "," 包 "," 1071026 "
" 臺北市   士林區 "," 台北市至善國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 30 "," 包 "," 1071026 "
" 臺北市   中山區 "," 臺北市新興國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 100 "," 包 "," 1050402 "
" 臺北市   信義區 "," 台北市興雅國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 90 "," 包 "," 1071001 "
" 臺北市   松山區 "," 台北市民權國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 25 "," 包 "," 1071001 "
" 臺北市   北投區 "," 台北市北投區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 58 "," 包 "," 1060210 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 151 "," 包 "," 1060602 "
" 臺北市   文山區 "," 台北市安康平價住宅 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 100 "," 包 "," 1050402 "
" 臺北市   大安區 "," 台北市大安區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 33 "," 包 "," 1060602 "
" 臺北市   文山區 "," 臺北市文山區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 98 "," 包 "," 1070202 "
" 臺北市   文山區 "," 臺北市景興國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 20 "," 包 "," 1070202 "
" 臺北市   文山區 "," 臺北市景興國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 30 "," 包 "," 1070202 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 40 "," 包 "," 1071026 "
" 臺北市   松山區 "," 臺北市松山區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 100 "," 包 "," 1071001 "
" 臺北市   中正區 "," 臺北市中正區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 120 "," 包 "," 1071025 "
" 臺北市   士林區 "," 台北市士林國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 30 "," 包 "," 1071026 "
" 臺北市   內湖區 "," 台北市東湖國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 20 "," 包 "," 1050730 "
" 臺北市   內湖區 "," 台北市碧湖國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 20 "," 包 "," 1050730 "
" 臺北市   中正區 "," 臺北市中正區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 120 "," 包 ","  "
" 臺北市   士林區 "," 臺北市士林區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 67 "," 包 "," 1050902 "
" 臺北市   北投區 "," 臺北市桃源國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 20 "," 包 "," 1050902 "
" 臺北市   信義區 "," 台北市信義國中 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 90 "," 包 "," 1071001 "
" 臺北市   士林區 "," 臺北市士林區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 50 "," 包 "," 1071026 "
" 臺北市   中正區 "," 臺北市立市大附小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 20 "," 包 "," 1071025 "
" 臺北市   南港區 "," 台北市舊莊國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 20 "," 包 "," 1081001 "
" 臺北市   大安區 "," 台北市大安國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 50 "," 包 "," 1071001 "
" 臺北市   大同區 "," 台北市大同區公所 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 10 "," 包 "," 1050902 "
" 臺北市   信義區 "," 台北市博愛國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 50 "," 包 "," 1071001 "
" 臺北市   士林區 "," 台北市福林國小 "," 日用品類 / 衛生用品 "," 4041070 --"," 盥洗包 "," 1包／包 "," 30 "," 包 "," 1071026 "
